postcode,locality,state,latitude,longitude,lgaregion,lgacode
0200,ANU,ACT,-35.2777,149.119,Unincorporated ACT,89399
0200,Australian National University,ACT,-35.2776999,149.118527,Unincorporated ACT,89399
0800,DARWIN,NT,-12.3932794,130.7766611,Darwin Waterfront Precinct,71150
0800,DARWIN CITY,NT,-12.3932794,130.7766611,Darwin Waterfront Precinct,71150
0801,DARWIN,NT,-12.4634403,130.8456418,Darwin,71000
0803,WAGAIT BEACH,NT,0,0,,
0804,PARAP,NT,-12.4324801,130.8462536,Darwin,71000
0810,ALAWA,NT,-12.38,130.873,Darwin,71000
0810,BRINKIN,NT,-12.37,130.867,Darwin,71000
0810,CASUARINA,NT,-12.373333,130.881667,Darwin,71000
0810,COCONUT GROVE,NT,-12.3989,130.852,Darwin,71000
0810,JINGILI,NT,-12.386667,130.875278,Darwin,71000
0810,LEE POINT,NT,-12.339444,130.893056,Darwin,71000
0810,LYONS,NT,-12.3603,130.889,Darwin,71000
0810,MILLNER,NT,-12.391111,130.863208,Darwin,71000
0810,MOIL,NT,-12.388889,130.879167,Darwin,71000
0810,MUIRHEAD,NT,-12.3583,130.896,Darwin,71000
0810,NAKARA,NT,-12.369444,130.878056,Darwin,71000
0810,NIGHTCLIFF,NT,-12.383,130.849,Darwin,71000
0810,RAPID CREEK,NT,-12.380833,130.862222,Darwin,71000
0810,TIWI,NT,-12.363333,130.880278,Darwin,71000
0810,WAGAMAN,NT,-12.3825,130.885,Darwin,71000
0810,WANGURI,NT,-12.3725,130.887778,Darwin,71000
0811,CASUARINA,NT,-12.373333,130.881667,Darwin,71000
0812,ANULA,NT,-12.3928,130.89,Darwin,71000
0812,BUFFALO CREEK,NT,-12.3464,130.921,Darwin,71000
0812,HOLMES,NT,-12.3961,130.921,Darwin,71000
0812,KARAMA,NT,-12.401069,130.916889,Darwin,71000
0812,LEANYER,NT,-12.379444,130.8975,Darwin,71000
0812,MALAK,NT,-12.393,130.904,Darwin,71000
0812,MARRARA,NT,-12.398333,130.88,Darwin,71000
0812,NORTHLAKES,NT,-12.3958,130.895,Darwin,71000
0812,SANDERSON,NT,-12.3889,130.898,Darwin,71000
0812,WOODLEIGH GARDENS,NT,-12.3794,130.898,Darwin,71000
0812,WULAGI,NT,-12.384444,130.893056,Darwin,71000
0813,KARAMA,NT,-19.4914,132.551,Darwin,71000
0813,SANDERSON,NT,-19.4914,132.551,Darwin,71000
0814,NIGHTCLIFF,NT,-12.383,130.849,Darwin,71000
0815,CHARLES DARWIN UNIVERSITY,NT,-12.3718,130.869,Darwin,71000
0820,BAGOT,NT,-12.411487,130.85541,Unincorporated NT,79399
0820,BAYVIEW,NT,-12.4403118,130.860162,Unincorporated NT,79399
0820,CHARLES DARWIN,NT,-12.4359223,130.8786503,Unincorporated NT,79399
0820,COONAWARRA,NT,-12.429722,130.911667,Unincorporated NT,79399
0820,CULLEN BAY,NT,-12.4533181,130.8250685,Unincorporated NT,79399
0820,DARWIN DC,NT,-12.4634,130.846,Unincorporated NT,79399
0820,DARWIN INTERNATIONAL AIRPORT,NT,-12.4154,130.883,Unincorporated NT,79399
0820,DARWIN MC,NT,-12.3964,130.904,Unincorporated NT,79399
0820,EAST POINT,NT,-12.410833,130.822222,Unincorporated NT,79399
0820,EATON,NT,-12.4256,130.865,Unincorporated NT,79399
0820,FANNIE BAY,NT,-12.425,130.836389,Unincorporated NT,79399
0820,LARRAKEYAH,NT,-12.458611,130.821667,Unincorporated NT,79399
0820,LUDMILLA,NT,-12.414524,130.8500471,Unincorporated NT,79399
0820,PARAP,NT,-12.4324801,130.8462536,Unincorporated NT,79399
0820,RAAF BASE DARWIN,NT,-12.4253,130.864,Unincorporated NT,79399
0820,STUART PARK,NT,-12.448611,130.841667,Unincorporated NT,79399
0820,THE GARDENS,NT,-12.448611,130.836389,Unincorporated NT,79399
0820,THE NARROWS,NT,-12.427778,130.860556,Unincorporated NT,79399
0820,WINNELLIE,NT,-12.428889,130.869722,Unincorporated NT,79399
0820,WOOLNER,NT,-12.437778,130.8475,Unincorporated NT,79399
0821,WINNELLIE,NT,-12.428889,130.869722,East Arnhem,71300
0822,ACACIA HILLS,NT,-12.7541536,131.1489404,Palmerston,72800
0822,ANGURUGU,NT,-13.9812,136.461,Palmerston,72800
0822,ANINDILYAKWA,NT,-13.861,136.441,Palmerston,72800
0822,ANNIE RIVER,NT,-14.4942,143.751,Palmerston,72800
0822,BATHURST ISLAND,NT,-11.7365,130.431,Palmerston,72800
0822,BEES CREEK,NT,-12.555285,131.059105,Palmerston,72800
0822,BELYUEN,NT,-12.5382,130.683,Palmerston,72800
0822,BLACK JUNGLE,NT,-12.5233,131.207,Palmerston,72800
0822,BLACKMORE,NT,-12.741,130.933,Palmerston,72800
0822,BORDER STORE,NT,-12.4244,132.964,Palmerston,72800
0822,BURRUNDIE,NT,-13.4511,131.387,Palmerston,72800
0822,BYNOE,NT,-12.8006,130.613,Palmerston,72800
0822,BYNOE HARBOUR,NT,-12.6605,130.587,Palmerston,72800
0822,CAMP CREEK,NT,-13.1735,130.932,Palmerston,72800
0822,CHANNEL ISLAND,NT,-12.5532,130.866,Palmerston,72800
0822,CHARLES DARWIN,NT,-12.4359,130.879,Palmerston,72800
0822,CHARLOTTE,NT,-12.7152,130.886,Palmerston,72800
0822,CLARAVALE,NT,-14.4956,131.353,Palmerston,72800
0822,COBOURG,NT,-11.3952,132.268,Palmerston,72800
0822,COLLETT CREEK,NT,-12.8628,130.95,Palmerston,72800
0822,COOMALIE CREEK,NT,-13.0603,131.106,Palmerston,72800
0822,COX PENINSULA,NT,-12.4470329,130.7412751,Palmerston,72800
0822,CROKER ISLAND,NT,-11.1764,132.531,Palmerston,72800
0822,DALY,NT,-12.435556,130.748056,Palmerston,72800
0822,DALY RIVER,NT,-13.7128168,130.6872034,Palmerston,72800
0822,DARWIN MC,NT,-12.4581,130.84,Palmerston,72800
0822,DARWIN RIVER DAM,NT,-12.8947,131.14,Palmerston,72800
0822,DELISSAVILLE,NT,-12.5382,130.683,Palmerston,72800
0822,DOUGLAS-DALY,NT,-13.8005,131.344,Palmerston,72800
0822,EAST ARM,NT,-12.4794,130.914,Palmerston,72800
0822,EAST ARNHEM,NT,-12.2535,136.837,Palmerston,72800
0822,ELRUNDIE,NT,-12.4796,130.96,Palmerston,72800
0822,EVA VALLEY,NT,-13.1239,131.007,Palmerston,72800
0822,FINNISS VALLEY,NT,-13.0245,130.942,Palmerston,72800
0822,FLEMING,NT,-12.435556,130.748056,Palmerston,72800
0822,FLY CREEK,NT,-12.8012,131.069,Palmerston,72800
0822,FREDS PASS,NT,-12.5398,131.055,Palmerston,72800
0822,GALIWINKU,NT,-12.0247,135.568,Palmerston,72800
0822,GLYDE POINT,NT,-12.1797,131.08,Palmerston,72800
0822,GOULBOURN ISLAND,NT,-11.614,133.397,Palmerston,72800
0822,GOULBURN ISLAND,NT,-11.614,133.397,Palmerston,72800
0822,GUNBALANYA,NT,-12.3255,133.055,Palmerston,72800
0822,GUNN POINT,NT,-12.2078463,131.0331717,Palmerston,72800
0822,HAYES CREEK,NT,-13.5833,131.46,Palmerston,72800
0822,HIDDEN VALLEY,NT,-12.4447,130.912,Palmerston,72800
0822,HOTHAM,NT,-12.344,131.406,Palmerston,72800
0822,HUGHES,NT,-12.6884,131.101,Palmerston,72800
0822,KAKADU,NT,-12.6661,132.894,Palmerston,72800
0822,KOOLPINYAH,NT,-12.3225,131.138,Palmerston,72800
0822,LAKE BENNETT,NT,-12.9592,131.165,Palmerston,72800
0822,LAMBELLS LAGOON,NT,-12.5762506,131.2394314,Palmerston,72800
0822,LITCHFIELD PARK,NT,-13.1292,130.803,Palmerston,72800
0822,LIVINGSTONE,NT,-12.682903,131.081889,Palmerston,72800
0822,LLOYD CREEK,NT,-12.6208,131.122,Palmerston,72800
0822,MANDORAH,NT,-12.4449,130.759,Palmerston,72800
0822,MANINGRIDA,NT,-12.0561356,134.2311504,Palmerston,72800
0822,MAPURU,NT,-12.435556,130.748056,Palmerston,72800
0822,MARANUNGA,NT,-13.7083,130.709,Palmerston,72800
0822,MARGARET RIVER,NT,-13.295,131.197,Palmerston,72800
0822,MARRAKAI,NT,-12.435556,130.748056,Palmerston,72800
0822,MCMINNS LAGOON,NT,-12.5459321,131.0746794,Palmerston,72800
0822,MICKET CREEK,NT,0,0,Palmerston,72800
0822,MICKETT CREEK,NT,-12.4059,130.955,Palmerston,72800
0822,MIDDLE POINT,NT,-12.5647934,131.325275,Palmerston,72800
0822,MILIKAPITI,NT,-12.435556,130.748056,Palmerston,72800
0822,MILINGIMBI,NT,-12.0939,134.897,Palmerston,72800
0822,MILLWOOD,NT,-11.8764,131.92,Palmerston,72800
0822,MILYAKBURRA,NT,-13.7793,136.202,Palmerston,72800
0822,MINJILANG,NT,-11.1483,132.577,Palmerston,72800
0822,MOUNT BUNDEY,NT,-12.9038,131.677,Palmerston,72800
0822,MURRUMUJUK,NT,-12.2804,131.065,Palmerston,72800
0822,NAUIYU,NT,-13.7504,130.688,Palmerston,72800
0822,NEMARLUK,NT,-14.1739,130.161,Palmerston,72800
0822,NGANMARRIYANGA,NT,-14.335,129.883,Palmerston,72800
0822,NGUIU,NT,-11.7608881,130.6330634,Palmerston,72800
0822,NUMBULWAR,NT,-14.2762,135.74,Palmerston,72800
0822,NUMBURINDI,NT,-13.9594,135.795,Palmerston,72800
0822,OENPELLI,NT,-12.3255375,133.0550335,Palmerston,72800
0822,PEPPIMENARTI,NT,-14.1457,130.083,Palmerston,72800
0822,PIRLANGIMPI,NT,-11.3903,130.421,Palmerston,72800
0822,POINT STEPHENS,NT,-11.8763843,131.9196471,Palmerston,72800
0822,POINT STUART,NT,-12.5739,131.732,Palmerston,72800
0822,PULARUMPI,NT,-11.403865,130.4174858,Palmerston,72800
0822,PULUMPA,NT,-14.335,129.883,Palmerston,72800
0822,RAKULA,NT,-13.1205,130.657,Palmerston,72800
0822,RAMINGINING,NT,-12.3283,134.928,Palmerston,72800
0822,ROBIN FALLS,NT,-13.3093,131.147,Palmerston,72800
0822,RUM JUNGLE,NT,-13.0246,130.968,Palmerston,72800
0822,SANDPALMS ROADHOUSE,NT,-12.8131,130.617,Palmerston,72800
0822,SOUTHPORT,NT,-12.722222,130.949167,Palmerston,72800
0822,STAPLETON,NT,-13.2008,130.976,Palmerston,72800
0822,THAMARRURR,NT,-14.201,129.641,Palmerston,72800
0822,TIPPERARY,NT,-13.54,130.838,Palmerston,72800
0822,TIVENDALE,NT,-12.4651,130.951,Palmerston,72800
0822,TIWI ISLANDS,NT,-11.6969,130.878,Palmerston,72800
0822,TORTILLA FLATS,NT,-13.0845,131.125,Palmerston,72800
0822,TUMBLING WATERS,NT,-12.7656,130.956,Palmerston,72800
0822,UMBAKUMBA,NT,-13.86112,136.811614,Palmerston,72800
0822,VERNON ISLANDS,NT,-12.0595,131.094,Palmerston,72800
0822,VIRGINIA,NT,-12.5483,131.017,Palmerston,72800
0822,WADEYE,NT,-14.2408378,129.5207566,Palmerston,72800
0822,WAGAIT BEACH,NT,-12.435556,130.748056,Palmerston,72800
0822,WAK WAK,NT,-12.6619,131.335,Palmerston,72800
0822,WARRUWI,NT,-11.6579,133.378,Palmerston,72800
0822,WEDDELL,NT,-12.6733614,131.0477672,Palmerston,72800
0822,WEST ARNHEM,NT,-12.2562,133.657,Palmerston,72800
0822,WICKHAM,NT,-12.5733,130.925,Palmerston,72800
0822,WINNELLIE,NT,-12.428889,130.869722,Palmerston,72800
0822,WISHART,NT,-12.455,130.931,Palmerston,72800
0822,WOOLANING,NT,-13.10391,130.667007,Palmerston,72800
0822,WURRUMIYANGA,NT,-11.7609,130.633,Palmerston,72800
0828,BERRIMAH,NT,-12.433889,130.922778,Palmerston,72800
0828,KNUCKEY LAGOON,NT,-12.425833,130.942222,Palmerston,72800
0829,HOLTZE,NT,-12.4587,130.961,Palmerston,72800
0829,PINELANDS,NT,-12.4587,130.961,Palmerston,72800
0830,ARCHER,NT,-12.5164,130.971,Litchfield,72300
0830,DRIVER,NT,-12.485085,130.973005,Litchfield,72300
0830,DURACK,NT,-12.475085,130.973005,Litchfield,72300
0830,FARRAR,NT,-12.478,130.991,Litchfield,72300
0830,GRAY,NT,-12.492205,130.978915,Litchfield,72300
0830,MARLOW LAGOON,NT,-12.498405,130.964515,Litchfield,72300
0830,MOULDEN,NT,-12.51,130.976,Litchfield,72300
0830,PALMERSTON,NT,-12.4784614,130.9851852,Litchfield,72300
0830,SHOAL BAY,NT,-12.4122468,130.9716227,Litchfield,72300
0830,WOODROFFE,NT,-12.499539,130.981,Litchfield,72300
0830,YARRAWONGA,NT,-12.471085,130.990115,Litchfield,72300
0831,PALMERSTON,NT,-12.4784614,130.9851852,Palmerston,72800
0832,BAKEWELL,NT,-12.4987,130.993,Palmerston,72800
0832,BELLAMACK,NT,-12.5148,130.981,Palmerston,72800
0832,GUNN,NT,-12.488685,130.991515,Palmerston,72800
0832,JOHNSTON,NT,-12.4864,131.01,Palmerston,72800
0832,MITCHELL,NT,-12.5291024,130.9943034,Palmerston,72800
0832,ROSEBERY,NT,-12.504825,130.991815,Palmerston,72800
0832,ROSEBERY HEIGHTS,NT,-12.501829,130.9884539,Palmerston,72800
0832,ZUCCOLI,NT,-12.5102,131.007,Palmerston,72800
0834,VIRGINIA,NT,-12.5405,131.029,Litchfield,72300
0835,Coolalinga,NT,-12.5242,131.042,Litchfield,72300
0835,HOWARD SPRINGS,NT,-12.4779013,131.0696413,Litchfield,72300
0835,VIRGINIA,NT,-12.4779013,131.0696413,Litchfield,72300
0836,GIRRAWEEN,NT,-12.542319,131.157189,Litchfield,72300
0836,HERBERT,NT,-12.542319,131.157189,Litchfield,72300
0836,HUMPTY DOO,NT,-12.5753,131.102,Litchfield,72300
0837,MANTON,NT,-12.8316015,131.1604226,Litchfield,72300
0837,NOONAMAH,NT,-12.6342,131.074,Litchfield,72300
0838,BERRY SPRINGS,NT,-12.7174085,131.0192349,Litchfield,72300
0839,COOLALINGA,NT,-12.5188645,131.0406631,Litchfield,72300
0840,DUNDEE BEACH,NT,-12.7575418,130.3928484,Unincorporated NT,79399
0840,DUNDEE DOWNS,NT,-12.7669665,130.5025384,Unincorporated NT,79399
0840,DUNDEE FOREST,NT,-12.8042078,130.4484499,Unincorporated NT,79399
0841,DARWIN RIVER,NT,-12.8357379,130.9788775,Litchfield,72300
0845,BATCHELOR,NT,-13.0785018,131.0625213,Coomalie,70700
0846,ADELAIDE RIVER,NT,-13.1748284,131.1401349,Coomalie,70700
0847,PINE CREEK,NT,-13.8380256,131.8004409,Victoria Daly,74550
0850,COSSACK,NT,-14.5052,132.193,Roper Gulf,73600
0850,EMUNGALAN,NT,-14.4412,132.258,Roper Gulf,73600
0850,KATHERINE,NT,-14.4521139,132.2715145,Roper Gulf,73600
0850,KATHERINE EAST,NT,-14.4662,132.285,Roper Gulf,73600
0850,KATHERINE SOUTH,NT,-14.469,132.259,Roper Gulf,73600
0850,LANSDOWNE,NT,-14.4487,132.366,Roper Gulf,73600
0851,KATHERINE,NT,-14.4521139,132.2715145,Katherine,72200
0852,ARNOLD,NT,-16.4713,134.287,,
0852,BAINES,NT,-15.9785,129.003,,
0852,BARUNGA,NT,-14.5208,132.865,,
0852,BESWICK,NT,-14.5582999,133.1141375,,
0852,BESWICK CREEK,NT,-14.5643,133.072,,
0852,BINJARI,NT,-14.5501,132.184,,
0852,BIRDUM,NT,-16.3068,133.385,,
0852,BRADSHAW,NT,-15.3589,131.266,,
0852,BUCHANAN,NT,-17.1074,129.045,,
0852,BULMAN WEEMOL,NT,-13.6539,134.315,,
0852,CRESWELL,NT,-17.9463,135.472,,
0852,DAGURAGU,NT,-17.4193,130.802,,
0852,DALY WATERS,NT,-16.253333,133.369167,,
0852,DELAMERE,NT,-15.6848,131.672,,
0852,DUNMARRA,NT,-16.6797,133.412,,
0852,EDITH,NT,-14.3044,132.082,,
0852,EDITH RIVER,NT,-14.2547,131.893,,
0852,ELSEY,NT,-14.9948,133.471,,
0852,ELSEY STATION,NT,-15.0842,133.124,,
0852,FLORINA,NT,-14.577,132.028,,
0852,FLYING FOX,NT,-13.6636,134.349,,
0852,GREGORY,NT,-15.6379,130.867,,
0852,GULUNG MARDRULK,NT,-13.6601,134.353,,
0852,GURINDJI,NT,-17.6566,130.907,,
0852,HELEN SPRINGS STATION,NT,-18.4336,133.876,,
0852,JILKMINGGAN,NT,-14.9615,133.293,,
0852,KALKARINDJI,NT,-17.4333,130.833,,
0852,KALKARINGI,NT,-17.4333,130.833,,
0852,KATHERINE,NT,-14.4521139,132.2715145,,
0852,LAJAMANU,NT,-18.3325453,130.6337664,,
0852,LARRIMAH,NT,-15.5748288,133.2170993,,
0852,LIMMEN,NT,-14.8928,135.01,,
0852,MANBULLOO,NT,-14.6762852,132.0873958,,
0852,MARANBOY,NT,-14.5267,132.787,,
0852,MATARANKA,NT,-14.9234,133.066,,
0852,MCARTHUR,NT,-16.625,135.8,,
0852,MINIYERI,NT,-15.2254,134.08,,
0852,MINIYERRI,NT,0,0,,
0852,NGUKURR,NT,-14.7328,134.732,,
0852,NITMILUK,NT,-14.0753,131.983,,
0852,NUMBULWAR,NT,-14.2762335,135.740254,,
0852,NUTWOOD DOWNS,NT,-16.4713,134.287,,
0852,PELLEW ISLANDS,NT,-15.6608,136.814,,
0852,PIGEON HOLE,NT,-16.7872,131.214,,
0852,ROBINSON RIVER,NT,-16.1585,137.175,,
0852,STURT PLATEAU,NT,-15.6591,132.612,,
0852,TANAMI EAST,NT,-16.7552,132.571,,
0852,TIMBER CREEK,NT,-15.6432,130.467,,
0852,TOP SPRINGS,NT,-16.5503,131.803,,
0852,URALLA,NT,-14.4858,132.32,,
0852,VENN,NT,-14.5934,132.48,,
0852,VICTORIA RIVER,NT,-16.7123,130.518,,
0852,VICTORIA RIVER DOWNS,NT,-15.6164,131.128,,
0852,WARUMUNGU,NT,-19.4366,134.223,,
0852,WAVE HILL,NT,-17.433333,130.833333,,
0852,WILTON,NT,-14.4025,135.086,,
0852,YARRALIN,NT,-16.4526,130.842,,
0853,TINDAL,NT,-14.5473,132.374,Katherine,72200
0853,TINDAL RAAF,NT,-14.5129,132.365,Katherine,72200
0854,BORROLOOLA,NT,-16.0684461,136.3097128,Roper Gulf,73600
0854,KING ASH BAY,NT,-15.9335,136.483,Roper Gulf,73600
0860,TENNANT CREEK,NT,-19.6573896,134.1815176,Barkly,70420
0861,BRUNCHILLY,NT,-18.874571,134.500504,Barkly,70420
0861,TENNANT CREEK,NT,-19.648362,134.1899907,Barkly,70420
0862,AVON DOWNS,NT,-20.0303016,137.4905275,Roper Gulf,73600
0862,CALVERT,NT,-17.1338,137.494,Roper Gulf,73600
0862,CRESSWELL DOWNS,NT,-19.2033786,136.3866597,Roper Gulf,73600
0862,ELLIOTT,NT,-17.553611,133.544722,Roper Gulf,73600
0862,HELEN SPRINGS,NT,-18.260772,133.9974132,Roper Gulf,73600
0862,MUCKATY STATION,NT,-18.9177993,136.516262,Roper Gulf,73600
0862,NEWCASTLE WATERS,NT,-17.366667,133.4,Roper Gulf,73600
0862,NICHOLSON,NT,-19.0601,136.689,Roper Gulf,73600
0862,PAMAYU,NT,-18.3189,133.795,Roper Gulf,73600
0862,PHILLIP CREEK STATION,NT,-18.7922,134.031,Roper Gulf,73600
0862,RENNER SPRINGS,NT,-18.3182596,133.7947048,Roper Gulf,73600
0862,TABLELANDS,NT,-19.7089,135.827,Roper Gulf,73600
0862,TENNANT CREEK,NT,-19.648362,134.1899907,Roper Gulf,73600
0862,THREE WAYS,NT,-19.6484,134.19,Roper Gulf,73600
0862,WARREGO,NT,-18.9177993,136.516262,Roper Gulf,73600
0862,WOLLOGORANG STATION,NT,-18.9177993,136.516262,Roper Gulf,73600
0862,WYCLIFFE WELL,NT,-20.8,134.233,Roper Gulf,73600
0870,ALICE SPRINGS,NT,-23.698042,133.8807471,Alice Springs,70200
0870,ARALUEN,NT,-23.6961,133.853,Alice Springs,70200
0870,BRAITLING,NT,-23.6753,133.865,Alice Springs,70200
0870,CICCONE,NT,-23.6926,133.87,Alice Springs,70200
0870,DESERT SPRINGS,NT,-23.7142,133.889,Alice Springs,70200
0870,EAST SIDE,NT,-23.6887,133.901,Alice Springs,70200
0870,GILLEN,NT,-23.7085,133.865,Alice Springs,70200
0870,SADADEEN,NT,-23.7044,133.903,Alice Springs,70200
0870,STUART,NT,-23.6765,133.882,Alice Springs,70200
0870,THE GAP,NT,-23.7146,133.874,Alice Springs,70200
0870,WHITE GUMS,NT,-23.7549,133.772,Alice Springs,70200
0871,ALICE SPRINGS,NT,-23.698042,133.8807471,Alice Springs,70200
0872,AHERRENGE,NT,-21.6721,135.232,Laverton,54970
0872,ALI CURUNG,NT,-21.0027811,134.4048542,Laverton,54970
0872,ALICE SPRINGS,NT,-23.698042,133.8807471,Laverton,54970
0872,AMATA,NT,-26.1508962,131.1466585,Laverton,54970
0872,AMATA,SA,-25.1299,132.57,Laverton,54970
0872,AMOONGUNA,NT,-23.7637984,133.9293711,Laverton,54970
0872,AMPILATWATJA,NT,-21.6565,135.225,Laverton,54970
0872,ANANGU PITJANTJATJARA YANKUNYTJATJARA,NT,-23.5887,131.281,Laverton,54970
0872,ANATYE,NT,-22.6893,136.411,Laverton,54970
0872,ANMATJERE,NT,-22.2457,133.425,Laverton,54970
0872,ANTEWENEGERRDE,NT,-23.5887,131.281,Laverton,54970
0872,AREYONGA,NT,-24.073056,132.269167,Laverton,54970
0872,ATITJERE,NT,-22.9797,134.932,Laverton,54970
0872,AYERS RANGE SOUTH,SA,-26.1906,133.268,Laverton,54970
0872,AYERS ROCK,NT,-25.3444,131.037,Laverton,54970
0872,BARROW CREEK,NT,-21.3799,133.976,Laverton,54970
0872,BURT PLAIN,NT,-23.5343,133.863,Laverton,54970
0872,CANTEEN CREEK,NT,-20.64,135.588,Laverton,54970
0872,CHILLA WELL,NT,-21.5428,131,Laverton,54970
0872,COSTELLO,NT,-21.152,136.998,Laverton,54970
0872,DAVENPORT,NT,-21.5123,133.905,Laverton,54970
0872,DE ROSE HILL,SA,-26.5561,133.311,Laverton,54970
0872,DOCKER RIVER,NT,-24.8742,129.084,Laverton,54970
0872,ENGAWALA,NT,-22.8053,134.458,Laverton,54970
0872,ERLDUNDA,NT,-25.1977877,133.2007976,Laverton,54970
0872,ERNABELLA,SA,-26.2796,132.134,Laverton,54970
0872,ERNABELLA (PUKATJA),SA,-26.2796,132.134,Laverton,54970
0872,FINKE,NT,-25.5815982,134.5776916,Laverton,54970
0872,FREGON,SA,-26.7655,132.028,Laverton,54970
0872,GHAN,NT,-25.199,133.202,Laverton,54970
0872,GIBSON DESERT NORTH,WA,-22.2876036,126.8924386,Laverton,54970
0872,GIBSON DESERT SOUTH,WA,-25.0143,126.93,Laverton,54970
0872,HAASTS BLUFF,NT,-23.447,131.882,Laverton,54970
0872,HALE,NT,-23.6812,134.218,Laverton,54970
0872,HART,NT,-22.9799,134.919,Laverton,54970
0872,HART RANGE,NT,-23.1667,134.833,Laverton,54970
0872,HERMANNSBURG,NT,-23.9431,132.778,Laverton,54970
0872,HUGH,NT,-23.8128,133.847,Laverton,54970
0872,IMAMPA,NT,-25.1299,132.57,Laverton,54970
0872,IMANPA,NT,-25.1299,132.57,Laverton,54970
0872,INDULKANA,SA,-26.9661,133.308,Laverton,54970
0872,INDULKANA (IWANTJA),SA,-26.9661,133.308,Laverton,54970
0872,ININTI STORE,NT,-25.3476,131.065,Laverton,54970
0872,IRRUNYTJU,WA,-25.1299,132.57,Laverton,54970
0872,IWANTJA,SA,-26.9661,133.308,Laverton,54970
0872,JAY CREEK,NT,-23.8254,133.482,Laverton,54970
0872,KALKA,SA,-26.1171,129.152,Laverton,54970
0872,KALTJITI,SA,-26.7655,132.028,Laverton,54970
0872,KALTUKATJARA,NT,-24.8742,129.084,Laverton,54970
0872,KANPA,WA,-25.1299,132.57,Laverton,54970
0872,KANPI,SA,-26.1676,130.118,Laverton,54970
0872,KINGS CREEK STATION,NT,-25.1299,132.57,Laverton,54970
0872,KINTORE,NT,-23.276389,129.390278,Laverton,54970
0872,KIWIRRKURRA,WA,-22.8151,127.762,Laverton,54970
0872,KULGERA,NT,-25.8436,133.288,Laverton,54970
0872,KUNPARRKA,NT,-23.1989,131.801,Laverton,54970
0872,LAKE MACKAY,NT,-22.5939,128.695,Laverton,54970
0872,LAMBINA,SA,-26.9884,134.021,Laverton,54970
0872,LARAMBA,NT,-22.5421,132.761,Laverton,54970
0872,MACDONNELL RANGE,NT,-25.1299,132.57,Laverton,54970
0872,MANTAMARU,WA,-25.1299,132.57,Laverton,54970
0872,MEREENIE,NT,-23.8953,131.826,Laverton,54970
0872,MIMILI,SA,-27.0061,132.71,Laverton,54970
0872,MOUNT LIEBIG,NT,-23.2652,131.271,Laverton,54970
0872,MOUNT ZEIL,NT,-23.6851,132.674,Laverton,54970
0872,MULGA BORE,NT,-22.4526,134.211,Laverton,54970
0872,MURPUTJA,SA,-26.1593,130.184,Laverton,54970
0872,MURPUTJA HOMELANDS,NT,-26.1593,130.184,Laverton,54970
0872,MUTITJULU,NT,-25.3507,131.067,Laverton,54970
0872,NAMATJIRA,NT,-23.954,132.773,Laverton,54970
0872,NAPPERBY STATION,NT,-25.1299,132.57,Laverton,54970
0872,NGAANYATJARRA-GILES,WA,-25.0555,128.311,Laverton,54970
0872,NYAPARI,SA,-26.1758,130.221,Laverton,54970
0872,NYIRRIPI,NT,-22.6523,130.569,Laverton,54970
0872,PAPULANKUTJA,WA,-25.1299,132.57,Laverton,54970
0872,PAPUNYA,NT,-23.2039,131.915,Laverton,54970
0872,PATJARR,WA,-24.6163,126.314,Laverton,54970
0872,PETERMANN,NT,-24.2521,131.511,Laverton,54970
0872,PIPALYATJARA,SA,-26.1621,129.171,Laverton,54970
0872,PITJANTJATJARA HOMELANDS,NT,-23.5887,131.281,Laverton,54970
0872,PUKATJA,SA,-26.2796,132.134,Laverton,54970
0872,SANDOVER,NT,-21.8147,135.936,Laverton,54970
0872,SANTA TERESA,NT,-24.129318,134.3741498,Laverton,54970
0872,SIMPSON,NT,-25.0466,136.744,Laverton,54970
0872,TANAMI,NT,-19.9564,129.697,Laverton,54970
0872,TARA,NT,-21.4896,133.996,Laverton,54970
0872,TELEGRAPH STATION,NT,-25.1299,132.57,Laverton,54970
0872,THANGKENHARENGE,NT,-23.5887,131.281,Laverton,54970
0872,TI TREE,NT,-22.1285552,133.4172066,Laverton,54970
0872,TIEYON,SA,-26.1045,133.819,Laverton,54970
0872,TITJIKALA,NT,-24.6802,134.075,Laverton,54970
0872,TJIRRKARLI,WA,-26.0017,125.471,Laverton,54970
0872,TJUKURLA,WA,-24.3475,128.719,Laverton,54970
0872,ULURU,NT,-25.3444277,131.0368822,Laverton,54970
0872,UMPANGARA,NT,-23.5887,131.281,Laverton,54970
0872,UMUWA,SA,-26.4662,132.041,Laverton,54970
0872,URAPUNTJA,NT,-21.8998,134.841,Laverton,54970
0872,WALLACE ROCKHOLE,NT,-24.1236,133.09,Laverton,54970
0872,WANARN,NT,-23.5887,131.281,Laverton,54970
0872,WARAKURNA,WA,-25.0011,128.288,Laverton,54970
0872,WATARRU,SA,-27.0236,129.901,Laverton,54970
0872,WATINUMA,SA,-26.5224,131.881,Laverton,54970
0872,WILLOWRA,NT,-21.2477653,132.6111369,Laverton,54970
0872,WILORA,NT,-21.7463,133.726,Laverton,54970
0872,WINGELLINA,WA,-26.0644,128.931,Laverton,54970
0872,WUTUNUGURRA,NT,-20.4632,135.251,Laverton,54970
0872,YUELAMU,NT,-22.2569675,132.2074134,Laverton,54970
0872,YUENDUMU,NT,-22.2538136,131.7957309,Laverton,54970
